bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price(k)
2.0,1.0,1280,12086.0,1.0,0,0,3,7.0,850,430,1983,0,98074,47.634,-122.033,1280,10452,440.0
3.0,1.5,1570,12412.0,1.0,0,3,3,8.0,1570,0,1954,0,98166,47.438,-122.349,2130,12412,425.0
2.0,1.0,740,6380.0,1.0,0,0,3,6.0,740,0,1912,0,98115,47.6929,-122.318,1800,6380,407.0
3.0,1.5,1740,9038.0,1.0,0,0,4,7.0,1740,0,1955,0,98007,47.5897,-122.136,1390,9770,472.0
3.0,2.5,1180,1262.0,3.0,0,0,3,8.0,1180,0,2010,0,98119,47.6381,-122.375,1180,2632,472.0
5.0,2.75,2960,28300.0,1.0,0,3,4,9.0,2160,800,1959,0,98177,47.7606,-122.37,2940,23250,1250.0
3.0,1.75,1880,5752.0,1.0,0,0,4,7.0,940,940,1945,0,98126,47.5354,-122.378,1110,5201,412.0
3.0,1.0,1150,5000.0,1.0,0,0,3,8.0,1150,0,1959,2015,98117,47.6805,-122.369,1160,5000,717.0
3.0,1.0,1320,7076.0,1.0,0,0,4,7.0,1320,0,1959,0,98008,47.6131,-122.123,1510,9000,425.0
4.0,2.0,1640,7200.0,1.0,0,0,5,6.0,820,820,1944,0,98166,47.4791,-122.347,1640,8200,299.999
3.0,2.0,1470,7694.0,1.0,0,0,4,7.0,1470,0,1992,0,98038,47.3539,-122.054,1580,7480,254.0
3.0,1.0,900,10511.0,1.0,0,0,4,6.0,900,0,1961,0,98001,47.2883,-122.272,1460,10643,178.5
3.0,1.75,1510,3600.0,1.0,0,0,5,8.0,1230,280,1910,0,98119,47.6387,-122.363,1300,3600,800.0
3.0,1.0,1440,5623.0,1.0,0,0,4,6.0,720,720,1922,0,98115,47.696,-122.319,1280,5623,420.0
2.0,1.0,1380,9251.0,1.0,0,0,3,7.0,1380,0,1940,0,98028,47.7486,-122.249,1870,12158,319.9
2.0,1.5,1150,7552.0,1.0,0,1,3,7.0,1150,0,1944,0,98125,47.7298,-122.286,1910,8145,350.0
6.0,2.75,3610,17580.0,1.0,0,4,5,9.0,2070,1540,1959,0,98075,47.5739,-122.069,2890,14060,968.0
3.0,2.0,1250,1306.0,3.0,0,0,3,7.0,1250,0,2000,0,98107,47.6705,-122.39,1320,1306,491.0
3.0,2.5,3510,9824.0,2.0,0,0,3,9.0,3510,0,2002,0,98075,47.5635,-122.032,3510,10588,948.0
3.0,2.5,2260,9577.0,2.0,0,0,3,8.0,1700,560,1925,2004,98117,47.6928,-122.399,1740,10240,900.0
3.0,1.75,2840,9800.0,1.0,0,0,4,7.0,1420,1420,1977,0,98042,47.3516,-122.119,1650,9590,270.0
3.0,1.5,1430,7347.0,1.0,0,0,3,7.0,820,610,1980,0,98023,47.2927,-122.369,1430,8723,198.0
2.0,1.0,1420,21158.0,1.0,0,0,3,7.0,1420,0,1953,0,98166,47.4594,-122.359,1220,8625,250.0
4.0,2.5,2120,3720.0,2.0,0,0,3,8.0,2120,0,2004,0,98029,47.5526,-121.994,2170,3720,615.0
3.0,2.5,2080,7749.0,2.0,0,0,3,8.0,2080,0,1988,0,98029,47.5723,-122.021,2210,7471,550.0
2.0,2.5,1370,3438.0,2.0,0,0,3,7.0,1370,0,1987,0,98188,47.4606,-122.283,1370,2308,190.0
4.0,2.25,1900,11171.0,1.0,0,0,3,8.0,1280,620,1984,0,98006,47.561,-122.126,2330,9934,629.0
3.0,1.75,1660,8301.0,1.0,0,0,5,7.0,1660,0,1955,0,98028,47.7647,-122.263,1660,9489,434.0
3.0,1.0,1310,4163.0,1.0,0,0,4,7.0,1310,0,1964,0,98126,47.5301,-122.381,1120,4166,415.885
3.0,2.5,1840,3035.0,1.0,0,0,3,7.0,920,920,1926,0,98105,47.6557,-122.327,1780,4000,550.0
1.0,0.75,1040,6034.0,1.0,0,1,3,7.0,580,460,1991,0,98178,47.5078,-122.251,1560,5650,272.0
3.0,2.5,2610,35000.0,2.0,0,0,3,10.0,2610,0,1988,0,98072,47.7377,-122.101,3060,35427,665.0
3.0,2.0,1990,7405.0,1.0,0,0,5,7.0,1990,0,1971,0,98006,47.5421,-122.172,2120,6462,510.0
3.0,2.0,3080,17700.0,1.0,0,0,4,8.0,1740,1340,1965,0,98166,47.4695,-122.366,2100,15100,530.0
3.0,1.0,1200,16000.0,1.0,0,0,3,7.0,1200,0,1970,0,98072,47.7452,-122.101,1960,15500,355.0
4.0,1.0,1250,9102.0,1.0,0,0,3,7.0,1250,0,1955,0,98148,47.4258,-122.327,1260,9180,255.0
4.0,2.75,2640,9000.0,2.0,0,0,3,10.0,2640,0,1990,0,98052,47.6481,-122.125,2980,9137,790.0
5.0,1.75,1790,9335.0,2.0,0,0,5,8.0,1790,0,1952,0,98004,47.5945,-122.201,1840,9612,695.0
2.0,2.0,1140,8400.0,1.0,0,0,2,7.0,1140,0,1954,0,98148,47.4351,-122.335,1130,9375,255.0
3.0,2.25,1790,5794.0,1.5,0,0,3,7.0,1380,410,1985,0,98072,47.7477,-122.171,2140,7769,410.0
4.0,2.75,1910,16532.0,1.0,0,0,4,7.0,1420,490,1940,0,98117,47.6952,-122.39,2300,8250,650.0
4.0,1.75,1530,3615.0,1.5,0,0,4,7.0,1530,0,1913,0,98103,47.6529,-122.334,1650,4200,675.0
2.0,2.5,1050,1029.0,2.0,0,0,3,8.0,950,100,2007,0,98122,47.6018,-122.299,1350,3600,332.888
3.0,1.75,1730,6900.0,1.0,0,0,4,7.0,1130,600,1976,0,98031,47.3915,-122.188,1950,7200,300.0
4.0,1.5,1100,11824.0,1.0,0,0,4,7.0,1100,0,1954,0,98006,47.5704,-122.141,1380,11796,320.0
5.0,2.25,2100,10726.0,1.0,0,0,4,7.0,1050,1050,1963,0,98059,47.4922,-122.134,2100,10726,342.5
4.0,2.5,2800,72309.0,2.0,0,0,3,9.0,2800,0,1992,0,98072,47.7432,-122.112,2280,36420,752.875
5.0,3.5,5000,26540.0,2.0,0,3,3,10.0,3410,1590,2008,0,98040,47.5665,-122.21,3360,17398,1730.0
1.0,0.5,880,1642.0,1.0,0,0,3,6.0,500,380,1910,0,98126,47.5732,-122.372,1410,2992,255.0
3.0,2.5,1470,9337.0,2.0,0,0,3,7.0,1470,0,1991,0,98155,47.7651,-122.323,1360,8684,244.0
5.0,3.25,3950,11438.0,2.0,0,2,3,10.0,3430,520,2006,0,98033,47.6898,-122.189,2070,10751,1420.0
3.0,1.0,980,12812.0,1.0,0,0,3,7.0,980,0,1956,0,98168,47.4892,-122.306,1430,8986,218.0
4.0,1.0,2180,10617.0,1.5,0,0,3,7.0,2180,0,1950,0,98155,47.7522,-122.307,1360,9519,359.0
4.0,2.75,3040,13559.0,2.0,0,0,3,11.0,3040,0,2003,0,98059,47.522,-122.149,3830,12202,840.0
5.0,3.75,4130,226076.0,2.0,0,0,3,9.0,3170,960,1985,0,98077,47.715,-122.065,4130,55321,900.0
4.0,1.75,1850,65340.0,1.5,0,0,4,7.0,1850,0,1972,0,98042,47.3468,-122.11,1750,40946,205.0
3.0,2.5,1600,7295.0,2.0,0,0,2,7.0,1600,0,1993,0,98042,47.3904,-122.165,1410,9000,205.0
2.0,1.5,2070,5432.0,2.0,0,0,3,7.0,1370,700,1951,0,98108,47.5571,-122.299,2070,5505,500.0
4.0,2.5,3180,5405.0,2.0,0,0,3,7.0,3180,0,2001,0,98059,47.4905,-122.14,2610,5403,510.0
6.0,4.25,6900,244716.0,2.0,0,0,4,9.0,4820,2080,2002,0,98077,47.7506,-122.012,4170,266587,1135.0
4.0,2.25,2640,3000.0,2.0,0,0,3,7.0,2080,560,1908,0,98109,47.6313,-122.344,1910,3000,1545.0
3.0,1.5,1920,61014.0,1.0,0,0,3,6.0,1920,0,1953,0,98038,47.4446,-122.074,1616,61014,210.0
3.0,1.75,2030,32565.0,1.0,0,0,3,8.0,1600,430,1981,0,98052,47.7112,-122.098,2910,34190,597.5
2.0,1.0,1140,101529.0,1.5,0,0,3,6.0,1140,0,1932,0,98092,47.2592,-122.228,1580,101529,400.0
3.0,1.0,1660,6992.0,1.0,0,0,5,7.0,1260,400,1952,0,98155,47.7576,-122.318,1390,7359,412.0
2.0,1.5,1390,1756.0,3.0,0,0,3,7.0,1390,0,2005,0,98133,47.7274,-122.357,1340,1756,299.95
4.0,3.0,2490,4325.0,1.5,0,0,3,8.0,1690,800,1922,2003,98105,47.6628,-122.326,1960,4284,1081.0
4.0,2.5,2550,8824.0,2.0,0,0,3,9.0,2550,0,1990,0,98031,47.3979,-122.212,2630,11237,422.5
3.0,2.0,1270,10227.0,1.0,0,0,4,6.0,1270,0,1968,0,98033,47.6876,-122.168,1470,9750,410.0
4.0,3.25,2980,7000.0,2.0,0,3,3,10.0,2140,840,1900,2014,98144,47.5933,-122.292,2200,4800,1400.0
3.0,2.0,1470,8000.0,1.0,0,0,4,8.0,1470,0,1974,0,98023,47.3191,-122.385,1980,8000,245.0
4.0,3.0,3550,12327.0,1.5,0,0,4,10.0,2180,1370,1990,0,98011,47.7533,-122.205,3170,12937,720.0
2.0,1.0,780,7200.0,1.0,0,0,2,6.0,780,0,1935,0,98118,47.5609,-122.279,1750,7200,315.0
2.0,2.5,1390,1302.0,2.0,0,0,3,7.0,1390,0,1987,0,98003,47.3081,-122.329,1390,2052,191.95
4.0,2.5,2440,5001.0,2.0,0,0,3,8.0,2440,0,2005,0,98056,47.5108,-122.193,2260,5001,455.0
3.0,1.5,1260,3135.0,1.5,0,0,3,8.0,1260,0,1931,0,98116,47.5755,-122.388,1700,4180,523.0
3.0,2.25,1640,4420.0,2.0,0,0,4,7.0,1640,0,1918,1983,98002,47.311,-122.21,1230,6632,250.0
3.0,3.0,1670,4120.0,1.5,0,0,3,7.0,1140,530,1929,2012,98055,47.4881,-122.199,1010,4120,294.0
3.0,2.25,2380,6000.0,1.0,0,0,3,8.0,2040,340,1961,0,98115,47.6955,-122.275,1680,7200,490.0
4.0,1.0,1030,5750.0,1.0,0,0,3,7.0,1030,0,1971,0,98126,47.553,-122.37,1250,5750,310.0
3.0,1.5,1560,10489.0,1.0,0,0,5,7.0,1560,0,1961,0,98022,47.2048,-121.999,1400,10489,265.0
4.0,1.75,1640,10500.0,1.0,0,0,4,7.0,1010,630,1968,0,98052,47.6933,-122.116,1680,7650,402.0
2.0,2.5,2200,188200.0,1.0,0,3,3,8.0,2200,0,2007,0,98022,47.2458,-122.002,2700,84942,705.0
4.0,2.5,3190,7941.0,2.0,0,0,3,10.0,3190,0,2005,0,98038,47.353,-122.002,3190,7255,589.45
3.0,1.5,1200,8404.0,1.0,0,0,3,7.0,1200,0,1964,0,98188,47.4482,-122.269,2120,12000,219.95
3.0,2.25,2250,5301.0,2.0,0,0,4,8.0,1510,740,1975,0,98115,47.6741,-122.271,2240,7200,750.0
2.0,1.75,1960,6000.0,1.0,0,0,4,7.0,980,980,1904,0,98199,47.6531,-122.401,1650,6000,478.0
3.0,1.0,1250,7015.0,1.0,0,0,3,7.0,1250,0,1958,0,98188,47.4548,-122.29,1510,11460,170.0
4.0,2.25,2640,31941.0,1.0,0,0,4,9.0,2640,0,1986,0,98092,47.3099,-122.116,2780,35365,489.95
2.0,2.25,2460,16940.0,1.5,0,4,4,9.0,1930,530,1936,0,98117,47.6792,-122.404,2260,6851,1370.0
3.0,2.5,1700,7000.0,2.0,0,0,3,7.0,1700,0,1996,0,98038,47.3798,-122.025,1950,7000,319.95
2.0,1.0,840,4200.0,1.0,0,0,3,5.0,840,0,1938,0,98108,47.5292,-122.316,830,5000,208.417
4.0,2.0,1900,5100.0,1.0,0,0,3,6.0,950,950,1914,1973,98117,47.6767,-122.38,1230,5100,410.0
4.0,2.75,2160,4205.0,1.0,0,3,3,7.0,1080,1080,1969,0,98125,47.7081,-122.276,2450,6014,590.0
3.0,1.75,1610,10229.0,1.0,0,0,5,8.0,1610,0,1961,0,98006,47.553,-122.174,2270,8800,648.0
3.0,2.5,1720,6194.0,2.0,0,0,3,8.0,1720,0,1998,0,98092,47.2624,-122.221,1720,6211,255.0
4.0,2.75,2190,3267.0,2.0,0,0,3,8.0,2190,0,2004,0,98072,47.7751,-122.168,2190,3619,465.0
4.0,1.75,3020,10714.0,1.0,0,0,5,8.0,1510,1510,1958,0,98006,47.56,-122.181,2230,14400,622.0
3.0,1.75,1980,9800.0,1.0,0,0,3,7.0,1980,0,1991,0,98030,47.3745,-122.224,1630,7650,306.0
3.0,2.5,1880,5500.0,2.0,0,0,4,7.0,1880,0,1947,2007,98199,47.657,-122.393,1230,5500,617.0
3.0,1.75,1610,6480.0,1.0,0,0,4,7.0,1610,0,1947,0,98125,47.7137,-122.307,1230,8040,438.75
4.0,3.0,3260,4500.0,2.0,0,0,3,9.0,2300,960,1930,2014,98109,47.6314,-122.353,2410,4995,1280.0
5.0,3.25,3970,8029.0,2.0,0,2,3,9.0,2970,1000,1979,0,98177,47.7764,-122.385,2520,8214,995.0
4.0,2.5,4570,74487.0,2.0,0,4,5,12.0,4570,0,1948,1985,98177,47.7282,-122.372,3810,74487,1580.0
5.0,2.75,2620,5500.0,1.5,0,0,3,7.0,1710,910,1911,0,98117,47.6806,-122.388,1790,5500,635.0
3.0,1.0,1180,9000.0,1.0,0,0,4,7.0,1180,0,1970,0,98031,47.39,-122.166,1290,8316,215.0
3.0,2.5,1365,1090.0,3.0,0,0,3,7.0,1315,50,2003,0,98115,47.6776,-122.324,1360,1124,530.0
2.0,1.0,720,4125.0,1.0,0,0,4,6.0,720,0,1943,0,98106,47.5245,-122.354,1000,6100,295.0
3.0,2.25,1350,6775.0,1.0,0,0,3,7.0,930,420,1981,0,98032,47.3593,-122.289,1460,7210,245.0
6.0,2.5,3060,17112.0,1.0,0,0,4,8.0,1530,1530,1967,0,98058,47.4379,-122.146,2690,16038,400.0
3.0,2.75,1850,8820.0,2.0,0,0,4,8.0,1850,0,1993,0,98022,47.1928,-122.01,1850,8651,303.0
3.0,1.75,1320,9675.0,1.5,0,0,4,7.0,1320,0,1970,0,98024,47.5695,-121.902,1160,9675,330.0
3.0,1.75,1990,13000.0,2.0,0,3,3,9.0,1990,0,1980,0,98028,47.7439,-122.262,2880,11340,700.0
1.0,1.0,610,4400.0,1.0,0,0,3,5.0,610,0,1922,0,98055,47.4865,-122.197,1090,4930,126.0
4.0,1.0,2500,35802.0,1.5,0,0,3,7.0,2500,0,1955,0,98005,47.6488,-122.153,2880,40510,850.0
3.0,2.0,1440,7425.0,1.0,0,0,4,7.0,1440,0,1965,0,98034,47.7243,-122.185,1800,8344,405.0
6.0,4.5,2750,4400.0,2.0,0,0,3,8.0,1770,980,1987,0,98103,47.6883,-122.335,1860,4400,869.9
3.0,1.75,1790,6775.0,1.0,0,2,3,8.0,1790,0,1951,0,98126,47.5412,-122.377,1310,6028,485.0
2.0,2.0,1050,1173.0,2.0,0,0,3,8.0,720,330,2004,0,98122,47.6181,-122.302,1340,1317,400.0
3.0,2.5,1780,4650.0,2.0,0,0,3,7.0,1780,0,2011,0,98038,47.386,-122.047,3050,3848,299.95
4.0,2.5,2200,9099.0,2.0,0,0,3,8.0,2200,0,1994,0,98034,47.733,-122.225,2270,8900,585.0
4.0,2.0,1720,5413.0,2.0,0,0,3,7.0,1470,250,1938,1980,98115,47.6929,-122.321,1510,5413,495.0
5.0,4.5,5840,17168.0,2.0,0,0,3,12.0,4570,1270,2006,0,98029,47.5457,-121.991,4850,15017,2200.0
3.0,2.25,1520,14080.0,2.0,0,0,3,7.0,1520,0,1984,0,98074,47.6273,-122.059,1530,9758,447.0
3.0,1.0,1320,9239.0,1.0,0,0,4,7.0,1320,0,1968,0,98092,47.312,-122.183,1320,8415,206.0
3.0,1.0,1070,4600.0,1.0,0,0,3,7.0,950,120,1930,0,98116,47.5627,-122.383,1090,4600,500.0
4.0,2.5,1990,5511.0,2.0,0,0,3,8.0,1990,0,1994,0,98030,47.3585,-122.191,1850,6031,302.5
4.0,4.25,4980,13000.0,2.0,0,3,3,9.0,3080,1900,1982,0,98052,47.6406,-122.101,2840,11308,1250.0
2.0,1.0,890,5423.0,1.0,0,0,3,6.0,890,0,1946,0,98117,47.6966,-122.368,1690,5993,391.0
3.0,2.0,1440,5457.0,2.0,0,0,3,7.0,1440,0,1986,0,98038,47.3784,-122.046,1480,6286,250.0
4.0,2.5,2440,5350.0,2.0,0,0,3,7.0,2440,0,2003,0,98059,47.4891,-122.149,2440,5090,435.0
4.0,2.25,1800,14722.0,1.0,0,0,3,7.0,1440,360,1962,0,98055,47.4874,-122.223,2400,10000,160.0
5.0,3.0,2260,6508.0,1.0,0,0,3,7.0,1330,930,2003,0,98155,47.7508,-122.322,1940,9450,451.0
2.0,1.0,810,7158.0,1.0,0,0,5,6.0,810,0,1944,0,98168,47.4882,-122.325,1090,7158,206.0
4.0,2.75,2240,5400.0,2.0,0,0,4,7.0,1540,700,1940,0,98116,47.5785,-122.402,1830,5000,590.0
3.0,2.5,4560,17622.0,2.0,0,0,4,9.0,3800,760,1986,0,98074,47.621,-122.03,2360,15000,695.0
3.0,1.5,1550,40752.0,1.0,0,0,5,7.0,1550,0,1954,0,98031,47.394,-122.202,1550,8000,350.0
5.0,3.5,3180,4628.0,2.0,0,0,3,10.0,2420,760,2001,0,98199,47.6423,-122.394,2060,4640,1236.3
6.0,2.25,2950,11200.0,1.0,0,0,4,7.0,1700,1250,1970,0,98072,47.7476,-122.087,1790,11200,395.0
5.0,3.0,2190,9652.0,2.0,0,0,3,7.0,2190,0,1999,0,98178,47.5049,-122.239,1440,6710,419.0
2.0,2.0,1570,4665.0,1.0,0,0,3,8.0,1570,0,2006,0,98053,47.709,-122.017,2165,6262,592.35
5.0,3.25,3420,5669.0,2.0,0,0,3,9.0,2620,800,2003,0,98027,47.5366,-122.067,3310,6006,855.0
4.0,2.5,2420,7200.0,2.0,0,0,3,9.0,2420,0,1991,0,98033,47.6893,-122.197,2650,7800,771.0
3.0,2.25,1570,43350.0,1.0,0,3,4,7.0,1570,0,1967,0,98022,47.2377,-122.016,1570,220849,325.0
5.0,3.25,3680,6060.0,2.0,0,0,5,9.0,2630,1050,1925,0,98112,47.6341,-122.304,3050,5850,1850.0
4.0,1.75,1910,6731.0,1.0,0,0,4,7.0,1210,700,1953,0,98116,47.5693,-122.391,1780,6350,545.0
3.0,1.75,1780,5175.0,1.0,0,0,4,7.0,990,790,1927,0,98116,47.5696,-122.386,1780,5175,615.0
2.0,1.0,2160,7439.0,1.0,0,0,4,6.0,1300,860,1953,0,98115,47.6981,-122.286,1680,7439,625.5
3.0,1.5,1460,15000.0,1.0,0,0,3,7.0,1460,0,1966,0,98001,47.3182,-122.271,1510,15000,232.0
3.0,1.5,1370,7439.0,1.0,0,0,4,6.0,1370,0,1963,0,98055,47.4499,-122.189,2350,3370,168.0
3.0,1.5,1370,7439.0,1.0,0,0,4,6.0,1370,0,1963,0,98055,47.4499,-122.189,2350,3370,238.0
3.0,2.5,1500,7401.0,2.0,0,0,3,8.0,1500,0,1998,0,98092,47.2625,-122.221,1720,7171,260.0
3.0,1.75,1210,7500.0,1.0,0,0,3,7.0,1210,0,1951,0,98027,47.5294,-122.033,1250,6000,460.0
3.0,2.5,2850,11535.0,1.0,0,1,3,8.0,1680,1170,1952,2008,98155,47.748,-122.288,2670,9942,900.0
3.0,1.0,1090,8280.0,1.0,0,0,3,6.0,1090,0,1947,2006,98155,47.7562,-122.318,1060,7609,289.95
3.0,1.75,1450,5858.0,1.0,0,0,4,7.0,1450,0,1991,0,98038,47.3482,-122.037,1520,6573,265.0
4.0,2.25,1820,20349.0,1.0,0,0,5,8.0,1340,480,1977,0,98072,47.7415,-122.096,1270,12800,465.0
3.0,1.5,1320,7201.0,1.0,0,0,3,7.0,1320,0,1971,0,98034,47.7126,-122.211,1380,7201,370.0
2.0,1.5,1670,9880.0,1.0,0,0,4,7.0,1670,0,1941,1963,98146,47.4864,-122.348,1670,9807,240.0
4.0,2.0,1440,5911.0,1.0,0,0,5,5.0,1440,0,1943,0,98056,47.5072,-122.181,1500,11089,232.0
3.0,1.0,980,7560.0,1.0,0,0,3,7.0,980,0,1951,0,98126,47.5256,-122.375,1300,7560,237.502
4.0,3.5,4340,5500.0,2.0,0,0,3,10.0,2850,1490,2008,0,98199,47.6427,-122.397,1290,5500,1280.0
4.0,2.25,2860,11545.0,1.0,0,0,4,8.0,1430,1430,1966,0,98005,47.588,-122.168,2190,11396,957.0
3.0,1.5,1140,4875.0,1.0,0,0,5,6.0,1140,0,1970,0,98042,47.3684,-122.08,980,5070,218.0
3.0,1.5,1120,8366.0,1.0,0,0,3,7.0,1120,0,1968,0,98042,47.3632,-122.11,1260,9000,205.0
3.0,3.25,1460,1592.0,2.0,0,0,3,8.0,1130,330,2006,0,98126,47.5481,-122.374,1560,1701,350.0
4.0,2.5,2050,5787.0,2.0,0,0,3,7.0,2050,0,2002,0,98198,47.3527,-122.315,2030,6615,256.0
3.0,1.0,1250,7654.0,1.0,0,0,3,7.0,1000,250,1952,0,98125,47.7289,-122.291,1310,7350,275.0
4.0,2.5,2520,9604.0,2.0,0,0,3,9.0,2520,0,1990,0,98031,47.3893,-122.216,2540,9793,372.0
3.0,3.25,2580,9825.0,1.5,0,1,4,9.0,1760,820,1978,0,98027,47.5314,-122.054,2140,10270,688.888
2.0,1.0,1200,24792.0,2.0,0,0,2,7.0,1200,0,1976,0,98053,47.6337,-121.961,2150,24792,170.0
5.0,2.25,2140,7910.0,1.0,0,0,3,7.0,1070,1070,1962,0,98007,47.6071,-122.137,1680,8700,530.0
4.0,3.25,3440,7661.0,2.0,0,0,3,11.0,3440,0,2006,0,98029,47.5429,-121.995,3580,6478,905.0
4.0,2.5,1800,5070.0,1.0,0,0,5,7.0,1080,720,1979,0,98118,47.5303,-122.28,1870,5365,365.0
4.0,2.5,1790,10584.0,1.0,0,0,4,7.0,1290,500,1981,0,98031,47.4061,-122.188,1730,9120,312.0
2.0,1.75,1250,7680.0,1.0,0,0,3,7.0,1250,0,1922,1968,98126,47.5242,-122.371,1250,7680,400.0
2.0,2.0,800,5765.0,1.0,0,0,4,6.0,800,0,1936,0,98133,47.7024,-122.346,1160,3844,278.75
3.0,2.0,1410,11995.0,1.0,0,0,4,8.0,1410,0,1965,0,98006,47.5718,-122.127,2690,12650,510.0
2.0,2.25,1330,806.0,3.0,0,0,3,8.0,1330,0,2009,0,98117,47.6904,-122.395,1320,1389,527.7
4.0,2.75,2890,4000.0,1.5,0,0,4,9.0,2190,700,1931,0,98109,47.6419,-122.351,2280,4000,740.0
4.0,2.5,2550,17209.0,2.0,0,0,3,9.0,2550,0,1996,0,98059,47.4836,-122.136,2840,12560,512.0
5.0,2.5,2880,8216.0,2.0,0,0,3,8.0,2880,0,2001,0,98030,47.3747,-122.185,1960,7200,362.0
3.0,1.0,660,6600.0,1.0,0,0,4,5.0,660,0,1940,0,98168,47.4842,-122.33,1320,6600,225.0
3.0,2.25,1470,4322.0,2.0,0,0,3,7.0,1470,0,1985,0,98029,47.5672,-122.018,1610,4322,491.5
4.0,1.75,1700,10230.0,1.0,0,0,3,8.0,1320,380,1959,0,98133,47.7453,-122.351,2000,8006,429.95
3.0,1.0,1040,9800.0,1.0,0,0,4,7.0,1040,0,1955,0,98006,47.5765,-122.155,1280,8880,375.0
2.0,1.0,880,4000.0,1.0,0,0,4,6.0,880,0,1916,0,98106,47.5331,-122.352,1430,4000,199.4
4.0,2.5,2490,9346.0,2.0,0,2,3,9.0,2490,0,1996,0,98042,47.3831,-122.147,2650,9454,364.9
3.0,1.5,1210,7560.0,1.0,0,0,3,7.0,1210,0,1941,0,98126,47.5255,-122.374,980,7560,324.95
5.0,2.0,2080,4000.0,1.0,0,0,4,6.0,1040,1040,1909,0,98144,47.5858,-122.308,1940,6000,467.0
3.0,1.0,1380,5400.0,1.0,0,0,4,7.0,1380,0,1954,0,98125,47.7134,-122.288,1190,6075,380.0
3.0,2.25,1620,10850.0,1.0,0,0,3,7.0,1620,0,1966,0,98055,47.4437,-122.194,1910,10568,250.0
4.0,1.0,1680,4021.0,1.5,0,0,3,7.0,1680,0,1921,0,98103,47.6663,-122.332,1710,4021,700.0
3.0,1.0,1330,9620.0,1.0,0,0,5,6.0,1330,0,1976,0,98092,47.3174,-122.127,1300,10360,206.99
3.0,1.75,1730,3400.0,1.0,0,0,5,7.0,970,760,1928,0,98107,47.6662,-122.364,1640,5000,670.0
2.0,1.0,790,6969.0,1.0,0,0,3,6.0,790,0,1955,1984,98052,47.6978,-122.164,1380,12196,315.0
3.0,2.5,2240,7500.0,2.0,0,0,3,8.0,2240,0,1985,0,98092,47.265,-122.22,2190,7506,319.95
3.0,1.5,1500,8272.0,1.0,0,0,4,7.0,1500,0,1958,0,98177,47.7741,-122.38,1630,8270,419.0
3.0,2.0,1800,11419.0,1.0,0,0,3,8.0,1800,0,1989,0,98092,47.2623,-122.217,2220,11406,205.0
4.0,2.5,1980,4745.0,2.0,0,0,3,7.0,1980,0,2004,0,98038,47.3495,-122.04,1980,4878,335.0
3.0,1.75,1340,5100.0,1.0,0,0,3,7.0,1340,0,1953,0,98103,47.694,-122.348,1550,5100,397.0
2.0,1.0,750,2020.0,1.0,0,0,3,7.0,750,0,1908,1995,98122,47.6175,-122.301,1630,2383,370.0
4.0,2.25,1790,9920.0,1.0,0,0,4,7.0,1170,620,1969,0,98059,47.5126,-122.149,1990,9648,330.0
4.0,3.5,5490,14300.0,1.0,0,4,3,12.0,2910,2580,1996,0,98006,47.5511,-122.114,4290,13822,1785.0
3.0,2.0,1940,16300.0,1.0,0,0,3,7.0,1140,800,1978,0,98155,47.774,-122.283,1940,11250,399.0
4.0,1.75,2670,189486.0,2.0,0,4,3,8.0,2670,0,1972,0,98092,47.2585,-122.061,2190,218610,400.0
3.0,2.0,1220,6404.0,1.0,0,0,3,7.0,1220,0,1994,0,98038,47.3523,-122.059,1570,7000,249.9
3.0,1.5,1310,3880.0,1.0,0,0,3,7.0,1090,220,1956,0,98117,47.6821,-122.392,1570,3880,717.0
4.0,2.5,1930,8336.0,2.0,0,0,3,8.0,1930,0,1995,0,98031,47.4016,-122.166,2280,7959,319.0
4.0,3.0,2100,3800.0,2.0,0,0,3,8.0,2100,0,1972,0,98115,47.6807,-122.291,1320,3800,635.0
3.0,1.0,1180,7573.0,1.0,0,0,4,7.0,1180,0,1977,0,98155,47.7372,-122.294,1320,7573,355.0
5.0,3.25,4320,32840.0,2.0,0,0,3,12.0,4320,0,1990,0,98006,47.5461,-122.122,4410,33210,1600.0
4.0,1.75,3140,12519.0,1.0,0,0,3,7.0,2320,820,1951,1983,98033,47.6941,-122.173,2240,7308,585.0
3.0,2.0,2320,7800.0,1.0,0,0,4,7.0,1160,1160,1960,0,98168,47.5141,-122.316,1380,7800,320.0
3.0,1.75,2110,10200.0,2.0,0,0,4,7.0,2110,0,1966,0,98059,47.4744,-122.154,1800,10200,305.495
4.0,2.0,1790,14690.0,1.0,0,1,4,7.0,1670,120,1960,0,98198,47.3965,-122.321,2440,10664,240.0
5.0,2.5,1740,8750.0,1.0,0,0,4,7.0,1740,0,1959,0,98198,47.3904,-122.299,1740,8750,199.95
4.0,3.25,3820,8114.0,2.0,0,0,3,10.0,3820,0,2005,0,98004,47.5837,-122.194,2440,9195,1620.0
3.0,3.5,2050,21744.0,2.0,1,4,4,9.0,1750,300,1930,0,98166,47.4536,-122.376,2300,12200,770.0
4.0,2.25,1680,3179.0,2.0,0,0,3,8.0,1680,0,2002,0,98092,47.3258,-122.186,1678,3590,255.0
